"Tweet ID","Tweet Text","Type","Author Name","Author Username","Creation Time","Reply Count","Retweet Count","Quote Count","Like Count","View Count","Bookmark Count","Language","Possibly Sensitive","Source","Hashtags","Tweet URL","Media Type","Media URLs","External URLs"
"=""1818595999801057517""","Alex Yee wins Team GB's fifth gold medal of Paris Olympics in men's triathlon - watch live reaction https://t.co/sHyGtEYt82","Tweet","BBC Breaking News","BBCBreaking","31/7/2024, 4:04:08 pm","71","59","15","637","314626","7","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818595999801057517","","","https://bbc.in/4cnbSVb"
"=""1818575890269254061""","Former BBC News presenter Huw Edwards pleads guilty to making indecent images of children https://t.co/x32MCFEJyk","Tweet","BBC Breaking News","BBCBreaking","31/7/2024, 2:44:14 pm","0","357","375","632","1161430","43","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818575890269254061","","","https://bbc.in/3LNjCos"
"=""1818541864582004736""","Hamas leader Ismail Haniyeh killed in 2am attack on building where he was staying, Iran's state media says - follow latest https://t.co/1Yk8ZuNm0T","Tweet","BBC Breaking News","BBCBreaking","31/7/2024, 12:29:02 pm","266","185","38","723","324819","20","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818541864582004736","","","https://bbc.in/3WI7uve"
"=""1818337221507690600""","Explosion hits Beirut suburb as Israel says it carries out strike https://t.co/GVFisrHJs2","Tweet","BBC Breaking News","BBCBreaking","30/7/2024, 10:55:51 pm","221","172","104","336","426532","24","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818337221507690600","","","https://bbc.in/4c7MDGf"
"=""1818282462482497687""","Nine-year-old Alice Aguiar named as one of the three girls killed in Southport dance class attack https://t.co/JDOe9UL8NH","Tweet","BBC Breaking News","BBCBreaking","30/7/2024, 7:18:15 pm","0","73","140","273","1670958","13","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818282462482497687","","","https://bbc.in/3yjJuFc"
"=""1818258093173621204""","Radical preacher Anjem Choudary jailed for life for directing banned group al-Muhajiroun https://t.co/AoMfZKUnHc","Tweet","BBC Breaking News","BBCBreaking","30/7/2024, 5:41:25 pm","206","148","58","1071","344681","25","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818258093173621204","","","https://bbc.in/4cdAMGI"
"=""1818242973139636464""","Nine-year-old girl becomes third child to die after Southport stabbings, UK police say https://t.co/A3vIVlpwYd","Tweet","BBC Breaking News","BBCBreaking","30/7/2024, 4:41:20 pm","0","265","250","522","498309","13","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818242973139636464","","","https://bbc.in/46sUCwn"
"=""1818232720582971763""","Arrest warrant issued for Katie Price after she failed to attend court hearing https://t.co/BYj8tuLc9y","Tweet","BBC Breaking News","BBCBreaking","30/7/2024, 4:00:36 pm","243","148","110","872","1536064","49","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818232720582971763","","","https://bbc.in/4cYXYtl"
"=""1818224942330126722""","""These were just little kids at a dance class"" - Taylor Swift says she is ""completely in shock"" over Southport stabbings - follow updates
https://t.co/eQkhaJghiQ","Tweet","BBC Breaking News","BBCBreaking","30/7/2024, 3:29:41 pm","19","107","19","511","314813","16","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818224942330126722","","","https://bbc.in/3Suu6wu"
"=""1818169156346278061""","Police ""extremely concerned"" after six-year-old girl goes missing in London https://t.co/Ir0rmzJs4Q","Tweet","BBC Breaking News","BBCBreaking","30/7/2024, 11:48:01 am","146","441","34","627","498760","15","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1818169156346278061","","","https://bbc.in/46mX8El"
"=""1818208698830929969""","Six-year-old girl who went missing in London found safe and well, say police https://t.co/TzvYfzHpV3","Reply","BBC Breaking News","BBCBreaking","30/7/2024, 2:25:09 pm","45","88","17","951","203588","2","en","No","Twitter Web App","","https://x.com/BBCBreaking/status/1818208698830929969","","","https://www.bbc.co.uk/news/articles/c0kre9vz54ro"
"=""1817986469497065656""","Two children killed and nine others injured, with six in critical condition, in Southport stabbing https://t.co/H4MvX1xjo0","Tweet","BBC Breaking News","BBCBreaking","29/7/2024, 11:42:05 pm","13","248","285","431","685167","31","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1817986469497065656","","","https://bbc.in/4frRNQf"
"=""1817960854588911950""","17-year-old male arrested over stabbings in Southport, UK, with incident not currently being treated as terror-related, police say https://t.co/Tujd7qjOx9","Tweet","BBC Breaking News","BBCBreaking","29/7/2024, 10:00:18 pm","0","180","405","401","1024035","55","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1817960854588911950","","","https://bbc.in/46rGeED"
"=""1817940718867923407""","Former BBC presenter Huw Edwards charged with three counts of making indecent images of children, police say https://t.co/yoVFqngG1z","Tweet","BBC Breaking News","BBCBreaking","29/7/2024, 8:40:17 pm","0","434","417","790","876363","85","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1817940718867923407","","","https://bbc.in/3Yqi23g"
"=""1817897699313606792""","Number of casualties reported in Southport, UK, as armed police detain man and seize knife in major incident https://t.co/lNHkTUFfS1","Tweet","BBC Breaking News","BBCBreaking","29/7/2024, 5:49:21 pm","337","243","105","497","761923","38","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1817897699313606792","","","https://bbc.in/46o6xvk"
"=""1817910505438105630""","Eight patients with stab injuries in Southport, UK, taken to hospitals including Alder Hey Children's Hospital, ambulance service says https://t.co/2GVs0XmqBC","Reply","BBC Breaking News","BBCBreaking","29/7/2024, 6:40:14 pm","121","93","66","227","502712","11","en","No","Twitter Web App","","https://x.com/BBCBreaking/status/1817910505438105630","","","https://www.bbc.co.uk/news/live/cevwgqz0x41t"
"=""1817897699313606792""","Number of casualties reported in Southport, UK, as armed police detain man and seize knife in major incident https://t.co/lNHkTUFfS1","Tweet","BBC Breaking News","BBCBreaking","29/7/2024, 5:49:21 pm","337","243","105","497","761923","38","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1817897699313606792","","","https://bbc.in/46o6xvk"
"=""1817891349628080485""","Team GB claims first gold medal of Paris Olympics in equestrian team eventing
Watch reaction live: https://t.co/AIvFwoVYNp","Tweet","BBC Breaking News","BBCBreaking","29/7/2024, 5:24:07 pm","63","57","4","432","263119","4","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1817891349628080485","","","https://bbc.in/4dlBNND"
"=""1817887564633677944""","Junior doctors in England expected to be offered 22% pay rise over two years to end strikes https://t.co/TMU44GgfLJ","Tweet","BBC Breaking News","BBCBreaking","29/7/2024, 5:09:04 pm","216","243","89","1615","548618","33","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1817887564633677944","","","https://bbc.in/3YnH8jf"
"=""1817866138249756845""","Team GB divers Tom Daley and Noah Williams take Olympic silver in 10m synchro final - follow live reaction https://t.co/xNm9raKY5d","Tweet","BBC Breaking News","BBCBreaking","29/7/2024, 3:43:56 pm","69","64","2","646","333949","8","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1817866138249756845","","","https://bbc.in/3WHUBRV"
"=""1817525602473173247""","Funerals held for children killed in Golan Heights strike as fears rise of all-out war between Israel and Hezbollah https://t.co/LcP9VFIvPC","Tweet","BBC Breaking News","BBCBreaking","28/7/2024, 5:10:46 pm","229","105","10","367","395114","14","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1817525602473173247","","","https://bbc.in/3LKE4X3"
"=""1817253090304700504""","Israeli media report at least nine dead and dozens injured in rocket strike on children’s football pitch in Israeli-occupied Golan Heights https://t.co/dLXYcUPgXy","Tweet","BBC Breaking News","BBCBreaking","27/7/2024, 11:07:54 pm","1241","531","150","1319","1244756","81","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1817253090304700504","","","https://bbc.in/4c4NabP"
"=""1816950668483084734""","Celine Dion performs at Paris Olympics opening ceremony part way up the Eiffel tower
https://t.co/GRN0C3wrmC","Tweet","BBC Breaking News","BBCBreaking","27/7/2024, 3:06:11 am","173","172","14","1200","457431","22","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816950668483084734","","","https://bbc.in/4fnn3zw"
"=""1816890308673626222""","Thousands of Olympians sail through the city of Paris, as the 2024 Games officially open 
Watch live https://t.co/yAocpNzXOy","Tweet","BBC Breaking News","BBCBreaking","26/7/2024, 11:06:20 pm","133","103","6","361","333538","7","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816890308673626222","","","https://bbc.in/4djoOw4"
"=""1816864737365303700""","Alternative healer found guilty of manslaughter after death of 71-year-old woman at one of his slapping therapy workshops
https://t.co/v0AhuLxzEf","Tweet","BBC Breaking News","BBCBreaking","26/7/2024, 9:24:43 pm","80","103","36","332","291823","27","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816864737365303700","","","https://bbc.in/3WiTdnj"
"=""1816842342936023084""","Police officer under criminal investigation over force used during Manchester Airport incident, watchdog says https://t.co/JJWk8qc5bH","Tweet","BBC Breaking News","BBCBreaking","26/7/2024, 7:55:44 pm","8","146","55","605","320628","20","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816842342936023084","","","https://bbc.in/3LBOBDU"
"=""1816730482177929665""","France's high-speed rail network disrupted by ""malicious acts"" including arsons, hours before Paris Olympics Opening Ceremony https://t.co/k9vlncliCc","Tweet","BBC Breaking News","BBCBreaking","26/7/2024, 12:31:14 pm","243","1052","206","1705","927691","100","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816730482177929665","","","https://bbc.in/3zUY8n0"
"=""1816783850850206074""","EuroAirport Basel–Mulhouse–Freiburg has temporary grounded flights due to ""safety reasons"" https://t.co/EF82CGd8QL","Reply","BBC Breaking News","BBCBreaking","26/7/2024, 4:03:18 pm","31","123","7","225","351477","15","en","No","Twitter for iPhone","","https://x.com/BBCBreaking/status/1816783850850206074","","","https://bbc.in/4cTGuhS"
"=""1816795969079455927""","Eurostar says one in four trains cancelled today and over weekend after arson attacks on French rail network 
Follow live https://t.co/jpgujyYl8Y","Reply","BBC Breaking News","BBCBreaking","26/7/2024, 4:51:28 pm","32","88","9","164","203145","6","en","No","Twitter Web App","","https://x.com/BBCBreaking/status/1816795969079455927","","","https://bbc.in/3YlqbpI"
"=""1816793091778470064""","Child rapist who threw victim's brother off a cliff to silence him is jailed for life https://t.co/RkdbSMUAZu","Tweet","BBC Breaking News","BBCBreaking","26/7/2024, 4:40:02 pm","42","150","83","602","357616","39","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816793091778470064","","","https://bbc.in/3A0j0Jx"
"=""1816762264768098576""","Barack Obama endorses Kamala Harris for US president, saying she has the ""strength this critical moment demands"" https://t.co/HWmNpyDyNi","Tweet","BBC Breaking News","BBCBreaking","26/7/2024, 2:37:32 pm","377","440","36","2693","425359","37","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816762264768098576","","","https://bbc.in/3A29JAM"
"=""1816389373182591012""","Police officer suspended after video shows officer kicking a man in the head at Manchester Airport https://t.co/6TcAowq0IH","Tweet","BBC Breaking News","BBCBreaking","25/7/2024, 1:55:48 pm","5","214","67","718","309615","27","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816389373182591012","","","https://bbc.in/3WhSnr0"
"=""1816388860135289246""","Oil tanker and cargo ship capsize off Manila and Taiwan as Typhoon Gaemi hits region

Follow live: https://t.co/QQEyfyupwG","Tweet","BBC Breaking News","BBCBreaking","25/7/2024, 1:53:45 pm","68","64","2","157","224509","9","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816388860135289246","","","https://bbc.in/3LBeG67"
"=""1816364398815887562""","Man, 24, charged with attempted murder after army officer stabbed near barracks in Kent, England https://t.co/Dcz6xL3tsN","Tweet","BBC Breaking News","BBCBreaking","25/7/2024, 12:16:33 pm","1","71","23","288","261083","9","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816364398815887562","","","https://bbc.in/3WAKZbm"
"=""1816268372633358812""","US President Joe Biden says he ended re-election bid to “unite my party” and in “defence of democracy” 
 
Follow live: https://t.co/uQXOAFxAdc","Tweet","BBC Breaking News","BBCBreaking","25/7/2024, 5:54:59 am","151","90","6","579","293775","9","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816268372633358812","","","https://bbc.in/3Sn55U7"
"=""1816260433398931869""","US President Joe Biden to explain why he ended re-election bid in rare televised White House address
 
Watch and follow live
https://t.co/3XofohfFwp","Tweet","BBC Breaking News","BBCBreaking","25/7/2024, 5:23:26 am","88","57","4","252","279085","20","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816260433398931869","","","https://bbc.in/4fbil8d"
"=""1816185873873957286""","""Iran's useful idiots"" - Israel’s Benjamin Netanyahu criticises protesters outside US Congress as police arrest five inside chamber

Follow live https://t.co/ruV8GBk4Ie","Tweet","BBC Breaking News","BBCBreaking","25/7/2024, 12:27:10 am","164","93","23","346","306974","17","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816185873873957286","","","https://bbc.in/46nEfRt"
"=""1816175535141114041""","Israeli Prime Minister Benjamin Netanyahu addresses US congress as thousands protest outside Capitol https://t.co/WZO2teaq2L","Tweet","BBC Breaking News","BBCBreaking","24/7/2024, 11:46:05 pm","113","80","9","255","244856","9","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816175535141114041","","","https://bbc.in/3Wl6o7i"
"=""1816142072979583342""","Police say they are assessing footage appearing to show officer kicking and stamping on head of man on ground at Manchester Airport
https://t.co/o8JByxJ8sb","Tweet","BBC Breaking News","BBCBreaking","24/7/2024, 9:33:07 pm","880","324","86","1109","635223","66","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816142072979583342","","","https://bbc.in/3SlqPzO"
"=""1816114225288225035""","Eluned Morgan becomes first female Welsh Labour leader and is set to be Wales’ next first minister

https://t.co/RWVCpqFrr8","Tweet","BBC Breaking News","BBCBreaking","24/7/2024, 7:42:27 pm","70","122","12","425","261944","10","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816114225288225035","","","https://bbc.in/3LB9KxW"
"=""1816075983536996528""","Man arrested on suspicion of causing death by dangerous driving over UK crash in which six people died, including two children https://t.co/jXYkIPRMle","Tweet","BBC Breaking News","BBCBreaking","24/7/2024, 5:10:30 pm","1","80","9","309","274520","9","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816075983536996528","","","https://bbc.in/4f8NwAS"
"=""1816024127297233188""","Stabbing of soldier in Kent, England, condemned as ""shocking and appalling"" by UK Home Secretary Yvette Cooper https://t.co/VdmDOzIoNN","Tweet","BBC Breaking News","BBCBreaking","24/7/2024, 1:44:26 pm","1","85","45","293","253635","14","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1816024127297233188","","","https://bbc.in/4cR4W3C"
"=""1815828803802845490""","Former foreign secretary and home secretary James Cleverly confirms he is running to become next Conservative Party leader https://t.co/CZQHrqhh1y","Tweet","BBC Breaking News","BBCBreaking","24/7/2024, 12:48:17 am","253","106","44","346","354311","19","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1815828803802845490","","","https://bbc.in/3WCS63m"
"=""1815800515353092278""","Top Democrats in Congress ""proudly endorse"" Kamala Harris to run for US president

Follow live https://t.co/UNVhbeD7My","Tweet","BBC Breaking News","BBCBreaking","23/7/2024, 10:55:53 pm","123","63","3","501","305269","4","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1815800515353092278","","","https://bbc.in/3Sk0uSO"
"=""1815763163037536394""","Secret Service boss Kimberly Cheatle to resign after admitting failures in lead up to Donald Trump shooting 

Follow live https://t.co/k3avOVUpeg","Tweet","BBC Breaking News","BBCBreaking","23/7/2024, 8:27:27 pm","94","92","19","330","228976","7","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1815763163037536394","","","https://bbc.in/4cQtWaV"
"=""1815761655633997893""","Team GB dressage star Charlotte Dujardin withdraws from Paris Olympics over video showing “error of judgement” in coaching session https://t.co/av77MgKpwN","Tweet","BBC Breaking News","BBCBreaking","23/7/2024, 8:21:28 pm","235","78","204","330","2099408","77","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1815761655633997893","","","https://bbc.in/3zPhj1g"
"=""1815735904457138329""","Motorbike rider and passenger killed in crash that also claimed lives of four others named as married couple Christopher and Janine Barton https://t.co/O0mBrSx5CM","Tweet","BBC Breaking News","BBCBreaking","23/7/2024, 6:39:09 pm","48","33","1","150","286995","5","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1815735904457138329","","","https://bbc.in/3Wz6WI4"
"=""1815724184510542167""","Police officer stabbed in chest at Frankland Prison and is ""conscious and talking"" in hospital, Durham Police say https://t.co/G607HmfsBP","Tweet","BBC Breaking News","BBCBreaking","23/7/2024, 5:52:34 pm","60","64","3","210","250375","13","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1815724184510542167","","","https://bbc.in/4bWTK3W"
"=""1815709068452823267""","Radical preacher Anjem Choudary found guilty under UK terror laws of directing the banned group Al-Muhajiroun https://t.co/fYb8uMpT7m","Tweet","BBC Breaking News","BBCBreaking","23/7/2024, 4:52:30 pm","186","213","45","1008","399508","33","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1815709068452823267","","","https://bbc.in/3Wfkuab"
"=""1815704304876982665""","BBC boss Tim Davie says sorry over complaints of abusive behaviour on Strictly Come Dancing but confirms show will continue https://t.co/jT9SLD8V7u","Tweet","BBC Breaking News","BBCBreaking","23/7/2024, 4:33:35 pm","80","58","11","197","291246","12","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1815704304876982665","","","https://bbc.in/4cbm9nj"
"=""1815649963180781980""","Andy Murray says he will retire from tennis after competing at 2024 Paris Olympics https://t.co/CKGAKLOnmm","Tweet","BBC Breaking News","BBCBreaking","23/7/2024, 12:57:39 pm","138","212","48","1260","432268","16","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1815649963180781980","","","https://bbc.in/3YfSZ2T"
"=""1815587828526403929""","Kamala Harris secures support of enough Democratic delegates to put her on track to formally become party's nominee for president
https://t.co/VuoQBCVbH1","Tweet","BBC Breaking News","BBCBreaking","23/7/2024, 8:50:44 am","277","306","25","1902","432444","25","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1815587828526403929","","","https://bbc.in/3YepzC3"
"=""1815417461002424497""","Kamala Harris praises US President Joe Biden's ""legacy of accomplishment"" in her first remarks since he left the 2024 presidential race and endorsed her https://t.co/uimYUgAExY","Tweet","BBC Breaking News","BBCBreaking","22/7/2024, 9:33:46 pm","155","76","3","541","316234","9","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1815417461002424497","","","https://bbc.in/3zSRuh0"
"=""1815411927339708791""","US Vice-President Kamala Harris set to make first public remarks since Joe Biden quit 2024 presidential race
 
Watch and follow live https://t.co/Vu4XYRsJPE","Tweet","BBC Breaking News","BBCBreaking","22/7/2024, 9:11:46 pm","75","73","5","416","315290","7","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1815411927339708791","","","https://bbc.in/4ffwPUE"
"=""1815407665549292030""","A woman in her 30s has died after being attacked by a pet dog in Coventry, UK, police say
https://t.co/3QiUmb3t5h","Tweet","BBC Breaking News","BBCBreaking","22/7/2024, 8:54:50 pm","69","61","14","208","341124","10","en","No","SocialFlow","","https://x.com/BBCBreaking/status/1815407665549292030","","","https://bbc.in/3zU1xlZ"
